Event,Magnitude,Fault Type,Distance,Depth,Station,Instrument,T* Class,P* Class,PGA,SA 0.01s,SA 0.02s,SA 0.03s,SA 0.05s,SA 0.07s,SA 0.1s,SA 0.15s,SA 0.2s,SA 0.25s, SA 0.3s,SA 0.4s,SA 0.5s,SA 0.75s,SA 1s,SA 1.5s,SA 2s,SA 3s,SA 4s,SA 5s,SA 7.5s,SA 10s
1404040137,6.3,0.0,129.69,40.2,PSGCX,CMG5,I,None,1.48E-02,1.49E-02,1.49E-02,1.51E-02,1.66E-02,1.83E-02,2.11E-02,3.14E-02,4.37E-02,5.03E-02,4.87E-02,3.78E-02,4.19E-02,2.10E-02,1.21E-02,5.94E-03,4.20E-03,2.16E-03,1.03E-03,7.47E-04,3.76E-04,0.00E+00  
1404110001,6.2,0.0,105.09,38.9,HMBCX,CMG5,I,None,3.62E-02,3.65E-02,3.68E-02,3.76E-02,4.04E-02,5.01E-02,5.06E-02,8.64E-02,9.49E-02,7.24E-02,1.02E-01,5.62E-02,6.13E-02,4.52E-02,2.98E-02,1.31E-02,1.12E-02,4.24E-03,3.24E-03,2.33E-03,1.09E-03,6.66E-04  
1404110001,6.2,0.0,68.45,38.9,PATCX,CMG5,III,A,2.73E-02,2.77E-02,2.80E-02,2.86E-02,3.08E-02,4.19E-02,7.49E-02,9.42E-02,7.50E-02,6.61E-02,5.83E-02,6.34E-02,4.67E-02,4.74E-02,2.79E-02,1.48E-02,1.16E-02,6.78E-03,3.50E-03,2.15E-03,1.49E-03,8.95E-04  
1404110001,6.2,0.0,139.62,38.9,PB01,FBA ES-T,I,None,7.30E-02,7.33E-02,7.37E-02,7.46E-02,7.80E-02,8.67E-02,1.11E-01,1.32E-01,1.63E-01,2.93E-01,2.16E-01,2.22E-01,1.07E-01,6.65E-02,2.47E-02,1.24E-02,8.01E-03,5.52E-03,4.01E-03,2.56E-03,1.86E-03,8.87E-04  
1404110001,6.2,0.0,145.9,38.9,PB07,FBA ES-T,I,None,2.12E-02,2.13E-02,2.15E-02,2.18E-02,2.27E-02,2.97E-02,3.32E-02,4.27E-02,4.12E-02,6.06E-02,4.85E-02,5.97E-02,4.08E-02,4.38E-02,2.14E-02,1.50E-02,1.19E-02,5.98E-03,3.48E-03,2.54E-03,1.89E-03,9.63E-04  
1404110001,6.2,0.0,142.74,38.9,PSGCX,CMG5,I,None,2.25E-02,2.27E-02,2.28E-02,2.31E-02,2.37E-02,2.75E-02,2.86E-02,4.44E-02,4.46E-02,4.39E-02,5.37E-02,5.97E-02,4.56E-02,3.17E-02,2.64E-02,1.07E-02,1.10E-02,3.79E-03,3.48E-03,1.81E-03,8.38E-04,4.54E-04  
1404131211,5.5,0.0,71.54,23.6,PATCX,CMG5,III,A,1.85E-02,1.86E-02,1.87E-02,1.90E-02,2.13E-02,2.55E-02,3.32E-02,5.57E-02,6.00E-02,3.90E-02,3.09E-02,1.74E-02,1.64E-02,1.62E-02,1.67E-02,1.10E-02,4.85E-03,2.17E-03,1.18E-03,6.05E-04,2.35E-04,1.22E-04  
1404012346,8.2,0.0,59.89,38.9,T07A,FBA ES-T,III,C,5.64E-01,5.70E-01,5.80E-01,5.92E-01,7.18E-01,8.57E-01,1.50E+00,1.91E+00,2.18E+00,1.38E+00,9.72E-01,9.45E-01,1.10E+00,3.59E-01,2.44E-01,1.11E-01,1.08E-01,5.11E-02,2.95E-02,2.18E-02,0.00E+00,0.00E+00  
1404012346,8.2,0.0,35.75,38.9,T08A,FBA ES-T,IV,A,4.18E-01,4.25E-01,4.66E-01,5.14E-01,8.44E-01,1.40E+00,1.15E+00,8.62E-01,7.62E-01,7.60E-01,8.82E-01,7.25E-01,4.96E-01,5.03E-01,3.03E-01,1.33E-01,6.00E-02,3.99E-02,2.46E-02,1.59E-02,0.00E+00,0.00E+00  
1404012346,8.2,0.0,31.48,38.9,T09A,FBA ES-T,I,None,4.85E-01,5.38E-01,7.27E-01,1.22E+00,1.84E+00,1.54E+00,9.80E-01,7.07E-01,7.65E-01,6.06E-01,4.49E-01,4.09E-01,3.31E-01,2.61E-01,1.93E-01,7.26E-02,6.42E-02,3.68E-02,1.49E-02,1.23E-02,1.01E-02,0.00E+00  
1404012346,8.2,0.0,62.61,38.9,T10A,FBA ES-T,III,B,7.17E-01,7.89E-01,1.26E+00,1.51E+00,1.29E+00,1.71E+00,1.76E+00,1.22E+00,1.37E+00,2.12E+00,1.75E+00,2.08E+00,2.18E+00,4.97E-01,4.82E-01,1.44E-01,6.63E-02,3.29E-02,2.46E-02,1.38E-02,7.21E-03,0.00E+00  
1404012346,8.2,0.0,32.42,38.9,T03A,FBA ES-T,II,C,5.91E-01,6.02E-01,6.27E-01,6.64E-01,7.10E-01,9.98E-01,9.89E-01,1.91E+00,1.89E+00,1.67E+00,9.44E-01,6.28E-01,3.80E-01,2.29E-01,1.98E-01,8.03E-02,5.72E-02,4.47E-02,2.52E-02,1.41E-02,1.07E-02,0.00E+00  
1404012346,8.2,0.0,31.97,38.9,T05A,Basalt,I,None,2.90E-01,2.93E-01,3.11E-01,3.35E-01,5.42E-01,6.43E-01,6.11E-01,8.45E-01,8.99E-01,7.45E-01,9.17E-01,7.14E-01,3.36E-01,3.19E-01,2.00E-01,1.10E-01,7.35E-02,4.77E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404012346,8.2,0.0,32.43,38.9,T06A,FBA ES-T,III,A,2.40E-01,2.46E-01,2.63E-01,3.98E-01,5.11E-01,5.85E-01,5.16E-01,4.92E-01,5.09E-01,5.33E-01,5.91E-01,4.87E-01,3.57E-01,3.91E-01,2.96E-01,1.24E-01,6.16E-02,4.18E-02,2.58E-02,1.45E-02,0.00E+00,0.00E+00  
1404012346,8.2,0.0,111.05,38.9,T13A,FBA ES-T,IV,B,3.04E-01,3.07E-01,3.13E-01,3.18E-01,3.92E-01,5.48E-01,1.00E+00,6.25E-01,6.69E-01,5.00E-01,4.18E-01,3.80E-01,4.46E-01,4.08E-01,1.52E-01,9.79E-02,6.15E-02,3.55E-02,3.38E-02,2.16E-02,9.56E-03,0.00E+00  
1404030243,7.7,0.0,53.33,27.7,T03A,FBA ES-T,II,C,2.60E-01,2.63E-01,2.79E-01,3.07E-01,4.05E-01,5.24E-01,5.18E-01,1.14E+00,8.32E-01,9.31E-01,5.28E-01,2.56E-01,2.11E-01,1.32E-01,1.03E-01,9.65E-02,5.48E-02,2.34E-02,1.50E-02,1.06E-02,0.00E+00,0.00E+00  
1404030243,7.7,0.0,54.43,27.7,T05A,Basalt,I,None,1.82E-01,1.84E-01,1.95E-01,2.24E-01,3.00E-01,3.70E-01,5.07E-01,5.96E-01,5.25E-01,4.94E-01,3.98E-01,3.15E-01,2.93E-01,1.95E-01,1.52E-01,7.23E-02,4.50E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404030243,7.7,0.0,53.33,27.7,T06A,FBA ES-T,III,A,1.74E-01,1.82E-01,2.08E-01,2.23E-01,3.33E-01,3.19E-01,3.98E-01,3.71E-01,4.41E-01,4.93E-01,3.45E-01,3.38E-01,2.49E-01,2.12E-01,1.15E-01,6.13E-02,4.01E-02,2.09E-02,1.50E-02,1.08E-02,0.00E+00,0.00E+00  
1404030243,7.7,0.0,125.58,27.7,T13A,FBA ES-T,IV,B,3.76E-01,3.78E-01,3.88E-01,4.13E-01,5.47E-01,6.62E-01,1.24E+00,1.12E+00,9.16E-01,8.14E-01,5.40E-01,5.67E-01,7.56E-01,4.09E-01,2.11E-01,7.08E-02,4.86E-02,2.89E-02,2.12E-02,1.42E-02,1.09E-02,0.00E+00  
1404030526,6.4,0.0,93.88,38,T05A,Basalt,I,None,1.92E-02,1.92E-02,1.95E-02,2.01E-02,2.20E-02,2.76E-02,4.55E-02,5.09E-02,5.77E-02,4.51E-02,4.74E-02,1.85E-02,1.82E-02,1.66E-02,1.36E-02,6.51E-03,3.98E-03,2.04E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1401291001,5.6,1.0,148.99,122,AP01,FBA ES-T,VI,None,1.45E-02,1.49E-02,1.53E-02,1.67E-02,2.20E-02,3.35E-02,3.49E-02,3.64E-02,4.39E-02,4.46E-02,3.53E-02,1.71E-02,1.19E-02,1.14E-02,5.24E-03,2.59E-03,1.24E-03,5.47E-04,2.75E-04,1.56E-04,6.98E-05,3.68E-05  
1404050222,5.6,0.0,88.83,42.3,CO04,FBA ES-T,III,B,3.69E-02,3.76E-02,3.87E-02,4.10E-02,5.72E-02,6.59E-02,7.11E-02,9.52E-02,1.28E-01,1.08E-01,6.05E-02,6.62E-02,4.41E-02,9.16E-03,5.15E-03,3.23E-03,1.73E-03,7.73E-04,4.66E-04,2.69E-04,1.07E-04,5.87E-05  
1210111722,5.5,1.0,114.67,95,FAR1,CMG-40T,II,B,5.67E-02,5.76E-02,5.81E-02,6.71E-02,1.07E-01,1.28E-01,1.22E-01,1.72E-01,1.77E-01,1.20E-01,8.66E-02,3.57E-02,2.61E-02,1.86E-02,9.34E-03,5.39E-03,2.58E-03,9.66E-04,5.01E-04,3.00E-04,1.37E-04,7.75E-05  
1307101432,5.6,1.0,123.27,112.9,GO01,FBA ES-T,II,C,4.03E-02,4.16E-02,4.30E-02,4.97E-02,5.91E-02,7.72E-02,1.49E-01,1.13E-01,4.89E-02,3.34E-02,2.13E-02,1.82E-02,8.76E-03,6.19E-03,4.17E-03,2.39E-03,1.43E-03,5.98E-04,2.91E-04,1.86E-04,8.36E-05,4.79E-05  
1403311253,5.6,1.0,115.85,114.5,GO01,FBA ES-T,II,C,4.09E-02,4.18E-02,4.29E-02,4.46E-02,5.14E-02,6.71E-02,1.14E-01,1.59E-01,5.56E-02,5.38E-02,4.22E-02,2.32E-02,1.46E-02,1.01E-02,6.92E-03,3.38E-03,1.77E-03,6.96E-04,3.47E-04,2.37E-04,1.12E-04,6.23E-05  
1404012346,8.2,0.0,125.18,38.9,GO01,FBA ES-T,II,C,2.93E-01,2.98E-01,3.10E-01,3.24E-01,4.11E-01,5.35E-01,4.96E-01,1.02E+00,7.49E-01,6.84E-01,5.37E-01,3.34E-01,1.41E-01,7.58E-02,4.45E-02,3.36E-02,1.64E-02,1.50E-02,6.93E-03,5.55E-03,3.49E-03,3.02E-03  
1404030243,7.7,0.0,169.68,27.7,GO01,FBA ES-T,II,C,2.27E-01,2.29E-01,2.33E-01,2.50E-01,2.48E-01,3.54E-01,3.64E-01,6.83E-01,8.00E-01,5.33E-01,3.90E-01,2.05E-01,1.69E-01,9.02E-02,6.35E-02,2.78E-02,2.58E-02,1.95E-02,1.48E-02,1.31E-02,5.77E-03,0.00E+00  
1301302015,6.8,1.0,110.07,52.2,GO03,GBV316,I,None,2.69E-01,2.81E-01,2.90E-01,3.54E-01,4.71E-01,5.74E-01,6.84E-01,7.04E-01,7.86E-01,3.45E-01,2.69E-01,2.09E-01,1.94E-01,1.16E-01,8.25E-02,2.72E-02,1.38E-02,9.76E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1211141902,6.1,1.0,141.17,82.3,GO04,FBA ES-T,IV,C,4.01E-02,4.05E-02,4.11E-02,4.22E-02,5.06E-02,6.10E-02,6.03E-02,1.02E-01,1.10E-01,7.46E-02,9.13E-02,1.21E-01,1.08E-01,3.45E-02,1.48E-02,4.96E-03,4.23E-03,2.77E-03,1.28E-03,6.85E-04,2.27E-04,1.22E-04  
1310312303,6.6,1.0,96.31,52,GO04,FBA ES-T,IV,C,5.75E-02,5.78E-02,5.83E-02,5.85E-02,6.39E-02,6.98E-02,9.57E-02,1.25E-01,1.85E-01,1.47E-01,1.25E-01,1.27E-01,1.16E-01,5.92E-02,2.87E-02,1.43E-02,6.10E-03,3.44E-03,2.26E-03,1.37E-03,5.72E-04,0.00E+00  
1106201635,6.4,1.0,257.64,128.7,HMBCX,CMG5,I,None,2.38E-02,2.50E-02,2.62E-02,2.76E-02,3.60E-02,3.93E-02,5.30E-02,6.10E-02,6.27E-02,4.66E-02,4.53E-02,2.81E-02,4.31E-02,3.86E-02,1.39E-02,5.16E-03,3.01E-03,1.72E-03,1.14E-03,7.87E-04,2.98E-04,1.49E-04  
1403170511,6.4,0.0,126.84,28.3,HMBCX,CMG5,I,None,1.40E-02,1.42E-02,1.43E-02,1.48E-02,1.71E-02,1.98E-02,2.22E-02,2.73E-02,3.10E-02,3.01E-02,2.60E-02,3.64E-02,3.02E-02,1.97E-02,9.14E-03,3.38E-03,2.13E-03,1.37E-03,6.80E-04,6.99E-04,3.33E-04,0.00E+00  
1211141902,6.1,1.0,111.09,82.3,LSCH,FBA ES-T,III,B,9.03E-02,9.12E-02,9.21E-02,9.36E-02,1.00E-01,1.43E-01,1.85E-01,1.90E-01,2.85E-01,2.12E-01,2.08E-01,1.86E-01,1.32E-01,3.57E-02,2.28E-02,1.06E-02,9.29E-03,3.88E-03,2.02E-03,1.09E-03,4.25E-04,2.25E-04  
1310312303,6.6,1.0,78.53,52,LSCH,FBA ES-T,III,B,5.29E-02,5.33E-02,5.41E-02,5.56E-02,6.54E-02,7.70E-02,1.30E-01,1.38E-01,1.17E-01,1.37E-01,1.38E-01,1.37E-01,8.09E-02,6.05E-02,2.83E-02,1.72E-02,1.54E-02,4.41E-03,3.88E-03,2.49E-03,8.30E-04,0.00E+00  
1103061231,6.3,1.0,145.87,112.4,MNMCX,CMG5,II,A,3.38E-02,3.42E-02,3.51E-02,4.16E-02,4.45E-02,5.59E-02,7.94E-02,8.08E-02,7.82E-02,9.32E-02,9.66E-02,5.47E-02,4.34E-02,2.35E-02,1.17E-02,7.17E-03,3.15E-03,1.61E-03,8.86E-04,4.87E-04,1.69E-04,8.88E-05  
1205141000,6.2,1.0,179.26,119.6,MNMCX,CMG5,II,A,3.98E-02,4.00E-02,4.09E-02,4.26E-02,4.26E-02,5.28E-02,7.20E-02,1.15E-01,1.61E-01,1.05E-01,1.06E-01,5.41E-02,5.37E-02,2.67E-02,1.83E-02,9.85E-03,6.12E-03,2.59E-03,1.01E-03,5.89E-04,2.86E-04,1.44E-04  
1307101432,5.6,1.0,116.19,112.9,MNMCX,CMG5,II,A,3.73E-02,4.01E-02,4.71E-02,5.65E-02,5.51E-02,7.34E-02,7.95E-02,7.95E-02,8.87E-02,1.12E-01,5.74E-02,4.96E-02,5.79E-02,3.47E-02,2.23E-02,7.27E-03,4.20E-03,1.63E-03,9.03E-04,5.38E-04,2.06E-04,1.14E-04  
1401291001,5.6,1.0,137.32,122,MNMCX,CMG5,II,A,1.91E-02,1.93E-02,2.02E-02,2.43E-02,2.50E-02,3.85E-02,4.87E-02,5.83E-02,4.56E-02,5.19E-02,3.32E-02,1.11E-02,9.65E-03,7.04E-03,3.55E-03,2.14E-03,9.40E-04,3.38E-04,1.71E-04,1.23E-04,5.39E-05,2.93E-05  
1403311253,5.6,1.0,130.72,114.5,MNMCX,CMG5,II,A,3.65E-02,3.75E-02,3.93E-02,4.16E-02,4.16E-02,5.01E-02,7.77E-02,5.29E-02,6.39E-02,7.98E-02,1.20E-01,8.48E-02,4.79E-02,2.13E-02,1.54E-02,6.46E-03,2.90E-03,1.16E-03,6.11E-04,3.65E-04,1.55E-04,8.42E-05  
1106201635,6.4,1.0,182.69,128.7,PB01,FBA ES-T,I,None,4.88E-02,4.97E-02,5.05E-02,5.38E-02,5.81E-02,9.77E-02,1.21E-01,1.48E-01,1.54E-01,1.41E-01,9.70E-02,5.66E-02,2.41E-02,1.17E-02,7.00E-03,2.51E-03,2.00E-03,1.46E-03,9.99E-04,6.84E-04,2.86E-04,1.24E-04  
1007120011,6.3,1.0,210.01,125.3,PB04,FBA ES-T,I,None,1.48E-02,1.52E-02,1.57E-02,1.81E-02,2.25E-02,3.46E-02,4.16E-02,4.11E-02,3.88E-02,2.37E-02,2.24E-02,1.81E-02,1.62E-02,6.18E-03,4.41E-03,3.39E-03,1.56E-03,7.88E-04,5.89E-04,4.04E-04,1.74E-04,8.90E-05  
1106201635,6.4,1.0,215.11,128.7,PB04,FBA ES-T,I,None,1.90E-02,1.94E-02,2.02E-02,2.19E-02,3.34E-02,5.32E-02,4.82E-02,5.31E-02,3.59E-02,3.62E-02,3.56E-02,1.87E-02,2.13E-02,9.45E-03,6.71E-03,3.53E-03,1.58E-03,7.56E-04,5.01E-04,3.81E-04,2.06E-04,1.08E-04  
1402121143,5.6,1.0,136.44,99.9,PB06,FBA ES-T,I,None,1.56E-02,1.64E-02,1.73E-02,2.13E-02,2.58E-02,2.80E-02,4.29E-02,4.97E-02,3.63E-02,2.75E-02,2.27E-02,1.12E-02,7.19E-03,4.77E-03,2.01E-03,8.63E-04,4.85E-04,2.54E-04,1.50E-04,9.61E-05,4.06E-05,1.89E-05  
1007120011,6.3,1.0,199.88,125.3,PB07,FBA ES-T,I,None,2.20E-02,2.35E-02,2.56E-02,3.02E-02,6.88E-02,6.28E-02,6.18E-02,5.39E-02,4.50E-02,3.76E-02,4.04E-02,3.07E-02,2.12E-02,1.35E-02,1.15E-02,8.44E-03,4.13E-03,1.56E-03,7.71E-04,4.45E-04,2.13E-04,1.21E-04  
1106201635,6.4,1.0,187.5,128.7,PB07,FBA ES-T,I,None,5.87E-02,6.16E-02,6.59E-02,7.40E-02,1.42E-01,1.87E-01,1.40E-01,1.29E-01,9.34E-02,7.11E-02,5.18E-02,4.15E-02,4.96E-02,1.82E-02,1.81E-02,5.88E-03,2.49E-03,1.19E-03,7.21E-04,3.84E-04,2.02E-04,1.11E-04  
1007120011,6.3,1.0,155.3,125.3,PB09,FBA ES-T,I,None,1.37E-02,1.38E-02,1.43E-02,1.60E-02,2.29E-02,2.51E-02,2.33E-02,3.11E-02,3.54E-02,2.33E-02,2.76E-02,2.55E-02,2.13E-02,2.42E-02,1.10E-02,6.48E-03,3.35E-03,1.34E-03,8.02E-04,5.81E-04,2.24E-04,1.08E-04  
1308230834,5.8,1.0,136.09,117.5,PB09,FBA ES-T,I,None,1.08E-02,1.10E-02,1.16E-02,1.57E-02,3.01E-02,2.97E-02,2.63E-02,2.65E-02,2.33E-02,2.15E-02,1.69E-02,1.20E-02,1.48E-02,1.21E-02,6.26E-03,4.42E-03,3.35E-03,1.54E-03,7.37E-04,4.16E-04,1.64E-04,8.88E-05  
1111050713,5.7,0.0,55.83,43.2,PB10,FBA ES-T,I,None,3.84E-02,3.87E-02,3.94E-02,4.15E-02,6.15E-02,6.16E-02,8.17E-02,5.94E-02,7.48E-02,8.39E-02,7.14E-02,5.14E-02,4.84E-02,3.26E-02,2.14E-02,9.68E-03,5.83E-03,2.70E-03,1.40E-03,9.05E-04,4.35E-04,2.43E-04  
1006261901,5.5,1.0,128.36,105.9,PB11,FBA ES-T,IV,A,1.74E-02,1.76E-02,1.82E-02,2.06E-02,2.99E-02,3.59E-02,4.48E-02,3.43E-02,3.48E-02,3.24E-02,1.98E-02,1.15E-02,1.25E-02,9.53E-03,4.73E-03,1.94E-03,1.07E-03,4.57E-04,2.25E-04,1.39E-04,5.67E-05,3.25E-05  
1106201635,6.4,1.0,289.37,128.7,PB11,FBA ES-T,IV,A,1.85E-02,1.87E-02,1.89E-02,1.95E-02,2.70E-02,3.23E-02,3.63E-02,6.49E-02,3.26E-02,4.58E-02,3.96E-02,2.67E-02,2.55E-02,3.09E-02,1.21E-02,4.71E-03,3.72E-03,1.93E-03,1.22E-03,7.25E-04,2.80E-04,1.34E-04  
1307101432,5.6,1.0,122,112.9,PB11,FBA ES-T,IV,A,3.65E-02,3.79E-02,3.97E-02,4.16E-02,6.45E-02,1.10E-01,6.87E-02,7.61E-02,6.95E-02,6.44E-02,5.05E-02,6.34E-02,5.17E-02,3.15E-02,1.70E-02,8.65E-03,5.32E-03,1.67E-03,9.12E-04,5.47E-04,2.18E-04,1.22E-04  
1403311253,5.6,1.0,129.42,114.5,PB11,FBA ES-T,IV,A,3.54E-02,3.72E-02,3.89E-02,4.10E-02,6.09E-02,1.23E-01,6.54E-02,5.59E-02,6.16E-02,5.84E-02,4.79E-02,3.58E-02,2.42E-02,1.17E-02,6.86E-03,3.54E-03,2.03E-03,6.43E-04,3.29E-04,2.12E-04,9.52E-05,5.43E-05  
1205141000,6.2,1.0,132.22,119.6,PB12,FBA ES-T,I,None,4.51E-02,4.59E-02,4.73E-02,5.26E-02,8.71E-02,1.15E-01,1.54E-01,1.27E-01,1.01E-01,8.16E-02,7.59E-02,4.81E-02,4.54E-02,2.98E-02,1.71E-02,1.43E-02,8.98E-03,3.89E-03,1.83E-03,1.07E-03,4.22E-04,2.54E-04  
1005060242,6.2,0.0,145.82,38.9,PB13,FBA ES-T,IV,B,3.55E-02,3.57E-02,3.59E-02,3.62E-02,3.78E-02,4.55E-02,5.19E-02,5.33E-02,6.60E-02,9.65E-02,1.12E-01,9.87E-02,9.15E-02,4.74E-02,2.34E-02,9.11E-03,5.65E-03,2.93E-03,2.10E-03,1.26E-03,5.13E-04,2.52E-04  
1103061231,6.3,1.0,112.65,112.4,PB13,FBA ES-T,IV,B,7.39E-02,7.42E-02,7.47E-02,7.64E-02,8.54E-02,9.35E-02,8.98E-02,1.27E-01,1.79E-01,1.10E-01,1.48E-01,2.63E-01,2.43E-01,7.32E-02,2.87E-02,1.89E-02,8.11E-03,3.83E-03,1.83E-03,1.15E-03,4.83E-04,2.40E-04  
1205141000,6.2,1.0,146.53,119.6,PB16,FBA ES-T,I,None,1.54E-02,1.57E-02,1.61E-02,1.77E-02,2.13E-02,3.19E-02,3.00E-02,4.35E-02,4.07E-02,3.29E-02,2.72E-02,1.88E-02,1.56E-02,1.15E-02,1.21E-02,9.21E-03,7.08E-03,3.41E-03,1.79E-03,9.86E-04,4.25E-04,2.43E-04  
1210111722,5.5,1.0,103.84,95,ROBL,FBA ES-T,VI,None,3.12E-02,3.25E-02,7.17E-02,3.84E-02,8.26E-02,1.13E-01,9.39E-02,6.71E-02,5.15E-02,3.88E-02,2.84E-02,2.42E-02,1.60E-02,1.16E-02,1.01E-02,5.00E-03,2.24E-03,8.22E-04,3.95E-04,2.19E-04,9.51E-05,5.45E-05  
1404050222,5.6,0.0,62.58,42.3,ROBL,FBA ES-T,VI,None,2.23E-02,2.29E-02,3.61E-02,2.32E-02,4.78E-02,5.81E-02,5.44E-02,5.12E-02,2.95E-02,2.94E-02,3.00E-02,3.17E-02,4.76E-02,3.24E-02,1.62E-02,6.57E-03,3.23E-03,1.34E-03,6.74E-04,4.20E-04,1.96E-04,1.05E-04  
1404071343,5.7,0.0,95.3,35.6,T01A,FBA ES-T,IV,A,5.47E-02,5.49E-02,5.51E-02,5.57E-02,5.80E-02,6.06E-02,7.37E-02,1.05E-01,1.61E-01,2.06E-01,1.41E-01,1.65E-01,1.55E-01,3.30E-02,2.03E-02,6.38E-03,4.34E-03,1.54E-03,8.31E-04,4.89E-04,2.05E-04,1.18E-04  
1404110001,6.2,0.0,85.87,38.9,T01A,FBA ES-T,IV,A,4.47E-02,4.48E-02,4.54E-02,4.63E-02,4.84E-02,6.10E-02,7.86E-02,1.04E-01,1.43E-01,1.52E-01,8.36E-02,9.82E-02,1.51E-01,4.37E-02,2.10E-02,1.13E-02,6.80E-03,2.30E-03,1.34E-03,1.00E-03,5.33E-04,2.77E-04  
1404131211,5.5,0.0,77.9,23.6,T01A,FBA ES-T,IV,A,1.70E-02,1.72E-02,1.78E-02,1.86E-02,2.26E-02,3.61E-02,5.07E-02,5.74E-02,5.25E-02,4.10E-02,4.23E-02,3.62E-02,4.48E-02,1.55E-02,4.44E-03,1.95E-03,7.82E-04,4.89E-04,2.45E-04,1.75E-04,6.82E-05,3.57E-05  
1405301532,5.6,1.0,129.69,59.6,T01A,FBA ES-T,IV,A,3.24E-02,3.33E-02,3.69E-02,5.03E-02,7.60E-02,8.91E-02,9.95E-02,7.95E-02,8.09E-02,4.27E-02,5.54E-02,3.97E-02,2.25E-02,1.18E-02,1.20E-02,3.04E-03,1.86E-03,6.03E-04,3.47E-04,2.19E-04,8.99E-05,4.53E-05  
1404110001,6.2,0.0,87.52,38.9,T02A,FBA ES-T,IV,B,5.37E-02,5.42E-02,5.43E-02,5.55E-02,5.86E-02,7.63E-02,9.34E-02,1.40E-01,1.65E-01,1.67E-01,1.55E-01,1.33E-01,1.13E-01,4.67E-02,2.17E-02,8.59E-03,4.91E-03,2.34E-03,1.56E-03,1.08E-03,4.56E-04,2.38E-04  
1404131211,5.5,0.0,79.34,23.6,T02A,FBA ES-T,IV,B,2.69E-02,2.71E-02,2.77E-02,2.78E-02,3.96E-02,4.93E-02,5.16E-02,8.22E-02,8.49E-02,6.47E-02,5.52E-02,5.22E-02,4.97E-02,2.30E-02,7.85E-03,2.45E-03,1.35E-03,6.74E-04,3.63E-04,2.06E-04,9.69E-05,5.62E-05  
1405301532,5.6,1.0,131.65,59.6,T02A,FBA ES-T,IV,B,4.06E-02,4.20E-02,6.81E-02,4.88E-02,8.07E-02,8.94E-02,9.83E-02,8.83E-02,1.33E-01,7.94E-02,5.54E-02,5.22E-02,3.98E-02,1.06E-02,7.68E-03,3.29E-03,1.89E-03,6.81E-04,3.60E-04,2.01E-04,7.40E-05,4.08E-05  
1403170511,6.4,0.0,98.98,28.3,T03A,FBA ES-T,II,C,2.78E-02,2.80E-02,2.84E-02,2.88E-02,3.21E-02,4.72E-02,6.24E-02,1.13E-01,7.44E-02,5.52E-02,4.59E-02,2.92E-02,2.29E-02,1.40E-02,7.72E-03,3.77E-03,2.72E-03,2.00E-03,1.23E-03,7.91E-04,4.25E-04,0.00E+00  
1403241126,5.7,0.0,96.02,40.6,T03A,FBA ES-T,II,C,1.67E-02,1.68E-02,1.71E-02,1.77E-02,2.02E-02,2.74E-02,4.75E-02,6.15E-02,3.81E-02,3.90E-02,3.20E-02,2.17E-02,1.54E-02,6.62E-03,4.26E-03,1.57E-03,1.01E-03,4.73E-04,1.98E-04,1.42E-04,6.94E-05,4.17E-05  
1404020446,5.5,0.0,82.23,38.6,T03A,FBA ES-T,II,C,1.49E-02,1.50E-02,1.61E-02,2.00E-02,2.22E-02,3.33E-02,5.17E-02,4.85E-02,1.62E-02,1.66E-02,2.41E-02,1.07E-02,1.06E-02,1.31E-02,6.91E-03,3.24E-03,1.48E-03,6.80E-04,3.84E-04,2.29E-04,1.02E-04,6.39E-05  
1404030158,6.5,0.0,58.22,30.7,T03A,FBA ES-T,II,C,9.28E-02,9.33E-02,9.58E-02,9.68E-02,1.12E-01,1.61E-01,2.28E-01,3.84E-01,2.27E-01,1.39E-01,1.43E-01,1.08E-01,7.45E-02,4.33E-02,2.88E-02,1.47E-02,5.65E-03,2.70E-03,1.48E-03,9.03E-04,6.51E-04,0.00E+00  
1404030526,6.4,0.0,92.61,38,T03A,FBA ES-T,II,C,2.89E-02,2.90E-02,2.94E-02,3.07E-02,3.29E-02,4.61E-02,5.54E-02,1.06E-01,9.20E-02,5.25E-02,5.26E-02,1.95E-02,1.72E-02,8.35E-03,8.36E-03,4.03E-03,3.53E-03,2.53E-03,1.00E-03,7.44E-04,2.73E-04,0.00E+00  
1404040137,6.3,0.0,75.06,40.2,T03A,FBA ES-T,II,C,1.93E-02,1.94E-02,1.98E-02,2.05E-02,2.68E-02,3.41E-02,5.63E-02,7.76E-02,6.24E-02,5.49E-02,4.54E-02,2.93E-02,1.92E-02,1.17E-02,5.41E-03,2.75E-03,2.24E-03,1.54E-03,7.36E-04,4.99E-04,1.84E-04,0.00E+00  
